,Model,Team Name,forecast_date,target,target_end_date,location_name,State,fips,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
1595,Covid19Sim-Simulator,COVID-19 Simulator,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,230175.633993785,227561.27911883304,228850.771982411,231607.564077794,235301.522397589
1596,Covid19Sim-Simulator,COVID-19 Simulator,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,183733.625697573,171583.321735215,178098.447571525,189804.007819788,193073.542351506
1597,Covid19Sim-Simulator,COVID-19 Simulator,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,147450.266998651,132386.77211200199,139693.34820960698,157314.799030481,162148.829061965
1598,Covid19Sim-Simulator,COVID-19 Simulator,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,120414.452683954,102953.34730879401,111728.072681921,132936.245119514,138546.281108388
1599,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,171553.0,103828.976731271,148246.878103317,194859.121896683,239277.02326872895
1600,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,148462.0,52685.7677948918,115502.16632739,181421.83367261,244238.232205108
1601,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,129169.0,11867.550805583798,88801.6127475516,169536.387252448,246470.44919441605
1602,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,112993.0,0.0,66380.7562066341,159605.24379336598,248441.04653745895
1603,DDS-NBDS,Discrete Dynamical Systems,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,587511.1352,424799.0,518594.0,645890.0,792613.0
1604,DDS-NBDS,Discrete Dynamical Systems,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,680649.9144,329008.0,524043.0,808310.0,1170312.0
1605,DDS-NBDS,Discrete Dynamical Systems,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,843598.4792,244070.0,528928.0,1070495.0,1939091.0
1606,DDS-NBDS,Discrete Dynamical Systems,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,1279822.4112,186794.0,536773.0,1601377.0,4513021.0
1607,Geneva-DetGrowth,Swiss Data Science Center / University of Geneva,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,277030.0,0.0,0.0,0.0,0.0
1608,IBF-TimeSeries,Institute of Business Forecasting,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,271396.0,0.0,0.0,0.0,0.0
1609,IBF-TimeSeries,Institute of Business Forecasting,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,281513.0,0.0,0.0,0.0,0.0
1610,IBF-TimeSeries,Institute of Business Forecasting,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,282323.0,0.0,0.0,0.0,0.0
1611,IBF-TimeSeries,Institute of Business Forecasting,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,282737.0,0.0,0.0,0.0,0.0
1612,IQVIA_ACOE-STAN,IQVIA ACOE,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,277536.0,0.0,0.0,0.0,0.0
1613,IQVIA_ACOE-STAN,IQVIA ACOE,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,275553.0,0.0,0.0,0.0,0.0
1614,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,277733.0,260632.0,268702.0,287056.0,297774.0
1615,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,255514.0,225116.0,238740.0,273955.0,291884.0
1616,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,238594.0,202895.0,218510.0,262485.0,286506.0
1617,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,226526.0,189493.0,205393.0,253447.0,281779.0
1618,JCB-PRM,John Burant (JCB),2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,272347.756431306,0.0,0.0,0.0,0.0
1619,JCB-PRM,John Burant (JCB),2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,269315.561876411,0.0,0.0,0.0,0.0
1620,JCB-PRM,John Burant (JCB),2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,257016.988158462,0.0,0.0,0.0,0.0
1621,JCB-PRM,John Burant (JCB),2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,238024.589891755,0.0,0.0,0.0,0.0
1622,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,294310.8475,258526.58444999895,282500.6985,305425.21675,325948.998725
1623,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,305572.42600000004,251667.84295,287676.829,323405.276,356352.77452499897
1624,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,312582.1595,238426.58695,287012.154,338010.41775,385717.02085
1625,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,315669.054,223187.96855,283148.10525,348990.48299999995,412731.482925
1626,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,202821.603333333,164088.9,185488.0,216500.5,251855.1
1627,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,196329.36333333305,157758.325,178796.5,209788.5,248664.075
1628,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,191443.18,153392.775,173457.25,206351.5,246749.25
1629,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,186648.716666667,147491.275,166747.25,203934.25,243178.025
1630,Karlen-pypm,Karlen Working Group,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,243590.4,228384.9,249818.0,279661.0,306716.2
1631,Karlen-pypm,Karlen Working Group,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,236430.6,225067.3,248119.6,277841.5,315417.6
1632,Karlen-pypm,Karlen Working Group,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,231074.2,219866.6,251305.6,277999.3,316414.2
1633,Karlen-pypm,Karlen Working Group,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,227356.6,217041.4,249195.1,283690.1,327771.4
1634,LANL-GrowthRate,Los Alamos National Labs,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,259991.77634451602,163982.44224526,225813.000931582,284897.51450168696,345385.59106422897
1635,LANL-GrowthRate,Los Alamos National Labs,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,212526.210709117,87829.08625039691,160768.751826793,270989.992263689,385697.63620157103
1636,LANL-GrowthRate,Los Alamos National Labs,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,173809.409821711,56362.227752332685,122294.869649221,237964.034748078,394050.401758607
1637,LANL-GrowthRate,Los Alamos National Labs,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,139078.784733456,38284.71779727,92414.9540143378,203652.15457916894,388692.49404712295
1638,LNQ-ens1,LockNQuay,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,287365.702338296,211933.734307975,274745.562287779,306162.058591541,369679.420667574
1639,LNQ-ens1,LockNQuay,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,290758.430208637,199319.707696458,271866.591768654,319608.042241471,407721.170770059
1640,LNQ-ens1,LockNQuay,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,305456.682684238,179963.586383006,275316.10995724396,342134.790858747,447767.3149838221
1641,LNQ-ens1,LockNQuay,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,308294.118467365,173621.81368026,260776.03901130802,363989.17602753,511358.74717035703
1642,OliverWyman-Navigator,Oliver Wyman,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,308566.0,0.0,0.0,0.0,0.0
1643,OliverWyman-Navigator,Oliver Wyman,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,330313.0,0.0,0.0,0.0,0.0
1644,OliverWyman-Navigator,Oliver Wyman,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,364345.0,0.0,0.0,0.0,0.0
1645,QJHong-Encounter,QJHong,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,295395.5,0.0,0.0,0.0,0.0
1646,QJHong-Encounter,QJHong,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,294830.0,0.0,0.0,0.0,0.0
1647,QJHong-Encounter,QJHong,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,297020.7,0.0,0.0,0.0,0.0
1648,QJHong-Encounter,QJHong,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,302069.2,0.0,0.0,0.0,0.0
1649,RobertWalraven-ESG,Robert Walraven,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,188014.63,184591.54,186837.38,189191.88,191437.72
1650,RobertWalraven-ESG,Robert Walraven,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,173277.94,169514.5,171983.64,174572.23,177041.37
1651,RobertWalraven-ESG,Robert Walraven,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,152659.56,148780.25,151325.41,153993.7,156538.86
1652,RobertWalraven-ESG,Robert Walraven,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,127915.63,124319.98,126679.04,129152.22,131511.27
1653,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,268948.118573096,232652.31441865105,258453.909595029,277350.983446415,309319.56682999
1654,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,236041.38063350695,167968.862029726,215224.65401485,252416.12615693,321075.13424738
1655,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,207932.192605922,147559.000190438,185944.218612591,223743.44318513895,298484.359858763
1656,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,186265.70378120602,118346.55713702801,167283.789666594,197646.854393555,267042.503759836
1657,UMich-RidgeTfReg,The University of Michigan,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,287647.256931977,277367.018263712,281130.522483919,293401.461894497,0.0
1658,UMich-RidgeTfReg,The University of Michigan,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,296248.494101793,277244.32565402304,284660.247791879,306093.955142852,0.0
1659,UMich-RidgeTfReg,The University of Michigan,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,294802.848430056,267179.256791329,277903.180215539,308265.480254405,0.0
1660,UMich-RidgeTfReg,The University of Michigan,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,293013.669506592,258613.701603438,271692.98537977604,309500.844373038,0.0
1661,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,327320.302344815,297753.885668252,316827.920155969,337981.66623387,358520.633685035
1662,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,358917.970571595,325231.765020439,346995.133134447,371164.548059971,395011.842306334
1663,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,350375.106601821,316102.99798990897,338057.439433984,362984.284910655,388250.5556383369
1664,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,313219.012120791,279872.64039531,301126.14358990197,325986.347472206,351138.848472129
1665,USC-SI_kJalpha,University of Southern California,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,290784.0,0.0,0.0,0.0,0.0
1666,USC-SI_kJalpha,University of Southern California,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,282009.0,0.0,0.0,0.0,0.0
1667,USC-SI_kJalpha,University of Southern California,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,260676.0,0.0,0.0,0.0,0.0
1668,USC-SI_kJalpha,University of Southern California,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,229101.0,0.0,0.0,0.0,0.0
1669,BPagano-RtDriven,BPagano,2021-06-14,1 wk ahead inc case,2021-06-21,National,National,US,87162.0,57415.19515,76698.21855,97166.89934,116449.92274
1670,BPagano-RtDriven,BPagano,2021-06-14,2 wk ahead inc case,2021-06-28,National,National,US,75432.5,43949.45741,64357.97692000001,86021.35731,106429.87681
1671,BPagano-RtDriven,BPagano,2021-06-14,3 wk ahead inc case,2021-07-05,National,National,US,65622.2,32687.40186,54037.00517,76699.33389,98048.9372
1672,BPagano-RtDriven,BPagano,2021-06-14,4 wk ahead inc case,2021-07-12,National,National,US,57168.4,23034.45431,45161.3912,68648.84949,90775.78638
1673,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-06-14,1 wk ahead inc case,2021-06-21,National,National,US,95685.826,51008.81200000001,81732.267,111489.692,150023.861
1674,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-06-14,2 wk ahead inc case,2021-06-28,National,National,US,97893.684,40864.128,74192.644,115166.879,169410.64899999998
1675,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-06-14,3 wk ahead inc case,2021-07-05,National,National,US,91394.376,22222.747000000007,70247.035,123118.11,207626.993
1676,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2021-06-14,4 wk ahead inc case,2021-07-12,National,National,US,89985.969,23600.55,64913.688,117455.86,201087.741
1677,COVIDhub-baseline,COVID-19 Forecast Hub,2021-06-14,1 wk ahead inc case,2021-06-21,National,National,US,100202.0,0.0,56102.25,144301.75,322255.525
1678,COVIDhub-baseline,COVID-19 Forecast Hub,2021-06-14,2 wk ahead inc case,2021-06-28,National,National,US,100202.0,0.0,31292.862313623198,169229.544167942,376058.540464404
1679,COVIDhub-baseline,COVID-19 Forecast Hub,2021-06-14,3 wk ahead inc case,2021-07-05,National,National,US,100202.0,0.0,2614.01853268502,198693.00907509105,431908.080109051
1680,COVIDhub-baseline,COVID-19 Forecast Hub,2021-06-14,4 wk ahead inc case,2021-07-12,National,National,US,100202.0,0.0,0.0,220244.988622386,484754.83570035704
1681,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-06-14,1 wk ahead inc case,2021-06-21,National,National,US,86643.0,50519.0,71251.0,99133.0,130226.0
1682,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-06-14,2 wk ahead inc case,2021-06-28,National,National,US,73992.0,33897.0,55245.0,86660.0,137367.0
1683,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-06-14,3 wk ahead inc case,2021-07-05,National,National,US,63012.0,22846.0,44604.0,78963.0,140591.0
1684,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-06-14,4 wk ahead inc case,2021-07-12,National,National,US,56446.0,18118.0,34532.0,79871.0,139990.0
1685,COVIDhub-trained_ensemble,COVID-19 Forecast Hub,2021-06-14,1 wk ahead inc case,2021-06-21,National,National,US,83946.0,57193.0,70874.0,96710.0,112700.0
1686,COVIDhub-trained_ensemble,COVID-19 Forecast Hub,2021-06-14,2 wk ahead inc case,2021-06-28,National,National,US,72820.0,56071.0,59619.0,74233.0,102980.0
1687,COVIDhub-trained_ensemble,COVID-19 Forecast Hub,2021-06-14,3 wk ahead inc case,2021-07-05,National,National,US,62865.0,47186.0,52363.0,69555.0,95660.0
1688,COVIDhub-trained_ensemble,COVID-19 Forecast Hub,2021-06-14,4 wk ahead inc case,2021-07-12,National,National,US,55634.0,40783.0,44334.0,65499.0,96156.0
1689,CU-nochange,Columbia University,2021-06-14,1 wk ahead inc case,2021-06-21,National,National,US,65742.0,53668.5,60772.5,71025.0,82491.0
1690,CU-nochange,Columbia University,2021-06-14,2 wk ahead inc case,2021-06-28,National,National,US,60993.0,46239.0,54622.5,68317.5,86670.0
1691,CU-nochange,Columbia University,2021-06-14,3 wk ahead inc case,2021-07-05,National,National,US,60548.0,41582.0,51582.5,70703.0,101681.0
1692,CU-nochange,Columbia University,2021-06-14,4 wk ahead inc case,2021-07-12,National,National,US,62734.0,38219.5,51487.0,77492.5,127237.0
1693,CU-scenario_high,Columbia University,2021-06-14,1 wk ahead inc case,2021-06-21,National,National,US,65772.0,53308.5,60807.0,71554.5,83761.5
1694,CU-scenario_high,Columbia University,2021-06-14,2 wk ahead inc case,2021-06-28,National,National,US,62670.0,45664.5,56095.5,71361.0,92395.5
1695,CU-scenario_high,Columbia University,2021-06-14,3 wk ahead inc case,2021-07-05,National,National,US,66751.0,41446.0,56731.0,80656.0,118432.0
1696,CU-scenario_high,Columbia University,2021-06-14,4 wk ahead inc case,2021-07-12,National,National,US,78373.0,42316.0,63097.0,100384.0,168739.0
1697,CU-scenario_low,Columbia University,2021-06-14,1 wk ahead inc case,2021-06-21,National,National,US,65630.0,54366.5,61140.5,70968.5,81929.0
1698,CU-scenario_low,Columbia University,2021-06-14,2 wk ahead inc case,2021-06-28,National,National,US,59708.0,46052.0,54075.5,66578.0,82715.0
1699,CU-scenario_low,Columbia University,2021-06-14,3 wk ahead inc case,2021-07-05,National,National,US,56255.0,39551.0,48422.0,65111.0,89565.5
1700,CU-scenario_low,Columbia University,2021-06-14,4 wk ahead inc case,2021-07-12,National,National,US,53475.0,33015.0,44095.5,64428.0,99666.0
1701,CU-scenario_mid,Columbia University,2021-06-14,1 wk ahead inc case,2021-06-21,National,National,US,66073.0,54247.0,61535.5,71395.0,81446.5
